index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,price_per_kg
5914,Volkswagen Polo Diesel Trendline 1.2L,12,280000,90000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5.0,12686
5915,Maruti Ciaz ZDi Plus SHVS,10,630000,70000,Diesel,Individual,Manual,Second Owner,28.09,1248.0,88.5,5.0,22427
5916,Honda City 2017-2020 EXi,18,220000,70000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0,12429
5917,Mahindra Xylo D4,11,320000,120000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,7.0,21404
5918,Hyundai EON Era Plus,12,225000,75000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,10663
5919,Honda City 1.5 V MT,15,380000,85000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,22352
5920,Maruti Swift Dzire VDi,13,380000,70000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,19689
5921,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,8,600000,29000,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,5.0,27272
5922,Ford Endeavour 2.5L 4X2 MT,11,620000,40000,Diesel,Individual,Manual,Second Owner,13.1,2499.0,141.0,7.0,47328
5923,Hyundai Verna SX CRDi AT,13,500000,90000,Diesel,Individual,Automatic,First Owner,19.08,1582.0,126.32,5.0,26205
5924,Mahindra TUV 300 T8 AMT,10,700000,40000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,7.0,37858
5925,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,10,550000,138000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,24154
5926,Maruti Swift VDI Optional,9,600000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,23809
5927,Volkswagen Ameo 1.0 MPI Comfortline,6,550000,30000,Petrol,Individual,Manual,Second Owner,19.44,999.0,75.0,5.0,28292
5928,Hyundai Verna 1.6 CRDI,12,475000,125000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.3,5.0,21281
5929,Honda City i DTEC S,10,615000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,23653
5930,Maruti Swift Dzire LDI,12,385000,180000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,16452
5931,Tata Zest Revotron 1.2T XMS,10,500000,20000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,28457
5932,Renault Duster 85PS Diesel RxL Option,13,450000,80000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5.0,22647
5933,Toyota Innova 2.5 Z Diesel 7 Seater,11,969999,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,74672
5934,Hyundai Verna 1.6 SX CRDi (O),12,580000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,25985
5935,Toyota Platinum Etios 1.4 GXD,8,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,23314
5936,Honda WR-V i-VTEC S,7,780000,30000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,44571
5937,Ford Fiesta 1.5 TDCi Titanium,11,500000,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,19992
5938,Skoda Laura Ambiente 2.0 TDI CR MT,14,270000,140000,Diesel,Individual,Manual,Second Owner,20.0,1968.0,108.5,5.0,13500
5939,Maruti Alto K10 VXI,8,335000,25000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,13987
5940,Maruti Swift Dzire VDI,8,755000,20000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,26584
5961,Hyundai EON Magna Plus,8,340000,30000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,16113
5962,Mercedes-Benz E-Class E350 Petrol,16,1000000,80000,Petrol,Individual,Automatic,Third Owner,10.93,3498.0,272.0,5.0,91491
5963,Hyundai Creta 1.6 CRDi SX,7,1237000,46000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,62887
5964,Volkswagen Polo Diesel Highline 1.2L,12,350000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,15858
5965,Maruti 800 Std,25,31000,56194,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,1925
5966,Maruti Swift ZXI Plus,7,695000,40000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,31590
5967,Maruti Alto 800 VXI,10,270000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,11873
5968,Maruti Ertiga SHVS VDI,9,790000,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,32218
5969,Maruti Swift VDI Optional,9,590000,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,23412
5970,Maruti Swift Dzire AMT VXI,8,635000,120000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,29938
5971,Mahindra Bolero 2011-2019 ZLX,10,540000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,33834
5972,Renault Pulse RxZ,13,265000,67000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,5.0,11481
5973,Maruti Swift Dzire ZDI,11,600000,50000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,25641
5974,Hyundai Verna 1.6 CRDI,13,409999,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,18369
5975,Toyota Etios GD,10,525000,80000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,22255
5976,Ford Figo Diesel EXI Option,14,150000,50000,Diesel,Individual,Manual,First Owner,18.5,1399.0,68.0,5.0,8108
5977,Maruti Esteem Lxi - BSIII,18,55000,70000,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5.0,3459
5978,Maruti Omni 5 Seater BSIV,14,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,5.0,9285
5979,Maruti Vitara Brezza ZDi Plus Dual Tone,8,925000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,38065
5980,Renault Lodgy 85PS RxE 7 Seater,8,690000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,32794
5981,Maruti Ertiga VDI,13,560000,200000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,26961
5982,Maruti Ciaz Zeta Diesel,7,950000,7500,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,33819
5983,Renault Lodgy 85PS RxE 7 Seater,8,695000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,33032
5984,Maruti Swift VXI,12,450000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,24193
5985,BMW 5 Series 530d,12,2000000,60000,Diesel,Individual,Automatic,First Owner,16.2,2993.0,235.0,5.0,123456
5986,Maruti Swift VXi BSIV,16,229999,71000,Petrol,Individual,Manual,First Owner,16.1,1197.0,85.0,5.0,14285
5987,Maruti Alto K10 LXI,8,300000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,12526
5988,Maruti Alto LXi,13,200000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,10152
5989,Mercedes-Benz New C-Class C 220 CDI Elegance AT,17,725000,80000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,5.0,48854
5990,Nissan Micra XV,14,235000,90000,Petrol,Individual,Manual,Second Owner,18.06,1198.0,75.0,5.0,13012
5991,Hyundai i20 2015-2017 Sportz 1.2,8,666000,13000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,35806
5992,Maruti 800 AC,25,65000,100000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,4037
5993,Hyundai Santro Xing XG,21,85000,80000,Petrol,Individual,Manual,Third Owner,19.41878335651954,,0.0,,4377
5994,Honda WR-V i-DTEC VX,7,834000,30000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,32705
5995,Mahindra Bolero 2011-2019 SLX,13,430000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,26942
5996,Maruti Swift Vdi BSIII,15,360000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,20224
5997,Hyundai EON Era Plus,11,240000,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,11374
5998,Maruti Swift VDI Deca,9,210000,210000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,8333
5999,Tata Indigo eCS LE TDI BSIII,15,135000,148000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,7071
6000,Mahindra TUV 300 T6 Plus,8,700000,54188,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,37858
6001,Mahindra TUV 300 T6 Plus,8,750000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,40562
6002,Skoda Rapid 1.6 TDI Elegance,13,425000,90000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,20731
6003,Chevrolet Beat LT,14,150000,100000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,8064
6004,Hyundai EON D Lite Plus,11,215000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,10189
6005,Datsun GO T BSIV,11,225000,35000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,10906
6006,Renault KWID Climber 1.0 MT,8,330000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,14341
6007,Maruti Omni LPG CARGO BSIII W IMMOBILISER,18,54000,144000,LPG,Individual,Manual,Second Owner,10.9,796.0,32.8,5.0,4954
6008,Hyundai Grand i10 AT Sportz,11,374000,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,81.86,5.0,19788
6009,Hyundai Verna 1.6 SX CRDI (O) AT,13,549000,66657,Diesel,Dealer,Automatic,First Owner,22.32,1582.0,126.32,5.0,24596
6010,Tata Indigo CS LS (TDI) BS-III,9,390000,42000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,20429
6011,Hyundai i20 Asta Optional with Sunroof 1.2,12,455999,35582,Petrol,Dealer,Manual,First Owner,18.5,1197.0,82.85,5.0,24648
6012,Volkswagen Polo GT TSI,12,453000,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197.0,103.6,5.0,26337
6013,Volkswagen Ameo 1.2 MPI Highline,9,579000,7949,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,34058
6014,Hyundai i10 Sportz 1.2 AT,15,258000,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197.0,78.9,5.0,15221
6015,Honda City S,13,428000,49185,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.4,5.0,25476
6016,Hyundai i10 Magna,14,262000,56389,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,12868
6017,Volkswagen Polo Petrol Highline 1.2L,12,389000,58245,Petrol,Dealer,Manual,First Owner,16.47,1198.0,73.9,5.0,23618
6018,Nissan Micra XL Optional,10,346000,36422,Petrol,Dealer,Manual,First Owner,18.44,1198.0,75.0,5.0,18763
6019,Honda Jazz Basic,14,339000,42535,Petrol,Dealer,Manual,First Owner,16.7,1198.0,88.8,5.0,20299
6020,Hyundai i10 Sportz AT,14,272000,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197.0,78.9,5.0,16047
6021,Maruti Swift VXI,13,369000,56246,Petrol,Dealer,Manual,First Owner,18.6,1197.0,85.8,5.0,19838
6022,Maruti Swift LXI,14,277000,55403,Petrol,Dealer,Manual,First Owner,18.6,1197.0,85.8,5.0,14892
6023,Tata Tigor 1.2 Revotron XZ,7,535000,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,26354
6024,Maruti Alto K10 VXI,10,265000,67000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,11064
6025,Hyundai Verna 1.6 VTVT,12,400000,70000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,23515
6026,Hyundai Grand i10 CRDi Asta,11,459999,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,19166
6027,Hyundai Elite i20 Petrol Sportz,6,667000,7500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,35860
6028,Tata New Safari DICOR 2.2 EX 4x2,14,300000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,25929
6029,Tata Indigo CR4,13,229999,186000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,9758
6030,Tata Indica V2 eLS,9,200000,110000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,8000
6031,Ford Fiesta 1.4 TDCi EXI,20,150000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,8426
6032,Ford Fiesta Classic 1.4 Duratorq CLXI,13,280000,105358,Diesel,Individual,Manual,Third Owner,17.8,1399.0,67.0,5.0,15730
6033,Hyundai i20 Sportz Option 1.2,11,590000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,31720
6034,Hyundai i10 Era,15,142000,49200,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,7168
6035,Honda City i-VTEC VX,8,850000,40000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0,48850
6036,Honda Mobilio V i DTEC,11,600000,40000,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,7.0,24793
6037,Mahindra TUV 300 T8,8,700000,40000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,37858
6038,Chevrolet Beat LS,12,200000,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,10752
6039,Hyundai Creta 1.6 CRDi SX,9,900000,110000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,45754
6040,Maruti Alto K10 VXI,11,220000,100000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,9185
6041,Hyundai Grand i10 1.2 Kappa Sportz AT,7,650000,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,81.86,5.0,34391
6042,Toyota Fortuner 2.8 4WD AT BSIV,8,3100000,70000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,206117
6043,Toyota Innova Crysta 2.4 VX MT 8S BSIV,9,1500000,100600,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,8.0,109649
6044,BMW X3 xDrive20d,13,1800000,50000,Diesel,Individual,Automatic,First Owner,16.09,1995.0,184.0,5.0,111870
6045,Mahindra XUV500 W8 4WD,11,800000,136000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,52980
6046,Mercedes-Benz GLA Class 200 CDI SPORT,8,2100000,48000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,5.0,117318
6047,Ford Fiesta 1.4 ZXi TDCi LE,15,250000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,14044
6048,Renault Duster 110PS Diesel RxZ,13,550000,86000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,28932
6049,Maruti Alto LXi,16,125000,141000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,6345
6050,Honda City 1.5 S MT,14,450000,80000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5.0,26470
6051,Mahindra XUV500 W10 2WD,10,850000,140000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,53125
6052,Maruti Swift Dzire ZDI,11,459999,65000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,19658
6053,Maruti Swift Dzire VDI,11,434999,110000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,18589
6054,Tata Indigo LX,17,120000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,7058
6055,Maruti Swift VDI Optional,10,600000,80000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,23809
6056,Maruti Wagon R VXI BS IV,17,135000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,7142
6060,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,9,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,34605
6061,Maruti Alto LXi BSIII,17,100000,195000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,5076
6062,Hyundai i20 2015-2017 Sportz 1.4 CRDi,8,650000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,28837
6063,Maruti 800 AC,21,50000,50000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,3105
6064,Hyundai Verna 1.6 VGT CRDi,13,425000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,19041
6065,Fiat Linea 1.3 Multijet Emotion,10,500000,70000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.7,5.0,24509
6066,Maruti Swift VDI BSIV,8,590000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,23412
6067,Maruti Celerio ZXI,9,459999,27000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,19913
6068,Maruti Swift ZXI Plus,5,578000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,27251
6069,Maruti Ertiga VDI,13,550000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,26480
6070,Honda City Corporate Edition,12,465000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,27678
6071,Mahindra Bolero Power Plus ZLX,7,890000,80000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,53939
6072,Mahindra Verito 1.5 D6 BSIII,11,250000,110000,Diesel,Individual,Manual,First Owner,20.8,1461.0,65.0,5.0,12019
6094,Maruti Swift Dzire VDI,10,615000,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,23128
6095,Maruti Ertiga ZDI,11,684000,60000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,32932
6096,Maruti Ertiga ZDI,11,680000,64000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,32739
6097,Renault Duster 85PS Diesel RxE,11,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,24449
6098,Renault Duster 85PS Diesel RxE,11,520000,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,25427
6099,Toyota Etios GD SP,13,390000,140000,Diesel,Individual,Manual,Second Owner,19.41878335651954,,0.0,,20083
6100,Toyota Etios GD SP,13,434999,135000,Diesel,Individual,Manual,Third Owner,19.41878335651954,,0.0,,22400
6101,Maruti Swift VDI BSIV,15,350000,166000,Diesel,Individual,Manual,Second Owner,19.41878335651954,,0.0,,18023
6102,Ford Freestyle Trend Diesel BSIV,7,675000,60000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5.0,27663
6103,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,14,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,167.62,5.0,90970
6104,Mercedes-Benz New C-Class 250 CDI Classic,14,1350000,80000,Diesel,Individual,Automatic,First Owner,15.8,2148.0,170.0,5.0,85443
6107,Mahindra XUV300 W8 Option Diesel BSIV,6,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,60000
6125,Maruti Swift Dzire Vdi BSIV,14,265000,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,13730
6126,Volkswagen Polo 1.2 MPI Comfortline,9,395000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,5.0,24382
6127,Volkswagen Polo 1.2 MPI Comfortline,9,385000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,5.0,23765
6128,Maruti Wagon R LXI Minor,16,142000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,7513
6129,Hyundai i10 Era,16,160000,35000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,8076
6130,Tata Indigo CS LX (TDI) BS III,13,180000,50000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,9429
6136,Ford Figo Titanium Blu,6,700000,3177,Petrol,Dealer,Manual,First Owner,18.5,1194.0,94.93,5.0,37837
6137,Hyundai Grand i10 Magna,10,400000,39414,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,5.0,21164
6138,Tata Indica V2 GLX BSIII,13,200000,30078,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,5.0,13071
6139,Hyundai EON Magna Plus Option,13,250000,44588,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,5.0,11848
6140,Maruti Celerio ZXI,10,400000,49907,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5.0,18492
6141,Maruti Swift VXI,12,371000,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197.0,81.8,5.0,17491
6143,Ford EcoSport 1.5 Diesel Titanium BSIV,9,570000,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5.0,24782
6144,Honda Brio S MT,12,300000,80000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,15463
6145,Hyundai i20 1.2 Asta,8,620000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,33333
6146,Honda City i-VTEC V,7,949000,10200,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0,54540
6147,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,7,750000,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,45454
6148,Maruti Celerio VXI,8,350000,20000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,15151
6149,Mahindra XUV500 W10 2WD,8,1250000,60000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,78125
6150,Renault KWID 1.0,9,270000,30000,Petrol,Individual,Manual,Third Owner,23.01,999.0,67.0,5.0,11734
6151,Hyundai EON Magna Plus,12,235000,40000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,11137
6152,Maruti Swift VXI Optional,9,500000,60000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,24509
6153,Maruti Alto LXi,13,220000,111000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,11167
6154,Maruti Swift Dzire LDIX Limited Edition,11,380000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,16239
6155,Maruti Alto K10 2010-2014 VXI,15,160000,100000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,7648
6157,Hyundai EON 1.0 Era Plus,8,339000,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,16699
6158,Ford Fiesta Classic 1.6 Duratec CLXI,14,229999,100000,Petrol,Individual,Manual,First Owner,15.3,1596.0,99.6,5.0,15032
6159,Mahindra KUV 100 mFALCON D75 K2 Plus,9,400000,35000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,15797
6160,Hyundai Xcent 1.2 CRDi E Plus,7,470000,25000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,18503
6161,Maruti 800 Std,22,45000,58000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,2795
6162,Ford Aspire Titanium BSIV,6,575000,20000,Petrol,Individual,Manual,First Owner,19.4,1194.0,94.93,5.0,29639
6163,Datsun RediGO SV 1.0,6,325000,1300,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,14444
6164,Maruti 800 AC,28,50000,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,3105
6165,Maruti Wagon R VXI BS IV,11,350000,15000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,17064
6185,Renault KWID RXT Optional,9,300000,25000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,11918
6186,Nissan Terrano XL 110 PS,11,540000,150000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,28406
6187,Maruti Celerio ZXI Optional MT BSIV,7,580000,10000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,25108
6188,Hyundai Creta 1.6 CRDi SX Option,10,1000000,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,50838
6189,Tata Zest Quadrajet 1.3 75PS XM,8,459999,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,20043
6190,Maruti Swift VDI BSIV,10,635000,50000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,25198
6191,Hyundai Verna 1.6 SX,11,650000,83000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,29121
6192,Maruti Swift Dzire VDI,12,525000,116000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,22435
6193,Fiat Grande Punto EVO 1.2 Dynamic,10,350000,60000,Petrol,Individual,Manual,Third Owner,15.8,1172.0,67.1,5.0,22151
6194,Maruti Swift Dzire ZDi,17,320000,175802,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,16580
6195,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,19,450000,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,35156
6196,Volkswagen Vento Petrol Trendline,14,227000,73840,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5.0,15093
6197,Mahindra Bolero DI DX 8 Seater,14,325000,162000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8.0,23897
6198,Datsun RediGO AMT 1.0 S,7,275000,20000,Petrol,Individual,Automatic,First Owner,23.0,999.0,67.0,5.0,11956
6199,Hyundai Grand i10 Magna,12,300000,75000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,15873
6200,Mahindra Scorpio SLE BSIII,14,400000,320000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,8.0,33195
6201,Volkswagen Vento 1.5 TDI Highline,10,550000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0,27040
6203,Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,8,900000,40000,Diesel,Individual,Automatic,First Owner,21.66,1498.0,108.6,5.0,41551
6204,Maruti Alto LXi BSIII,15,165000,20000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,8375
6205,Hyundai EON Magna Plus,11,210000,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,9952
6206,Renault Duster 110PS Diesel RxL Explore,9,650000,30000,Diesel,Individual,Manual,First Owner,19.64,1461.0,108.45,5.0,33095
6207,Mahindra XUV500 W8 2WD,11,680000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,45033
6208,Renault KWID 1.0 RXT BSIV,6,390000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,16949
6209,Renault KWID RXL,9,260000,80000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,10329
6210,Maruti Swift Dzire VXI,12,450000,67000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,23560
6211,Hyundai i10 Era,17,130000,120000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,6562
